,age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
13271,36, Private,269722,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
13272,33, Self-emp-not-inc,175502,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
13273,53, Private,233165,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
13274,27, Private,177351,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
13275,22, Private,212114,13, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
13276,26, Private,288959,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,36, United-States, <=50K
13277,64, Private,231619,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,21, United-States, <=50K
13278,48, Private,146919,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
13279,23, Private,388811,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
13281,35, Self-emp-not-inc,98360,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
13282,46, Private,369538,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
13283,65, Self-emp-not-inc,31740,10, Widowed, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
13284,53, Private,223660,9, Widowed, Machine-op-inspct, Not-in-family, White, Male,6849,0,40, United-States, <=50K
13285,18, Private,333611,3, Never-married, Other-service, Other-relative, White, Male,0,0,54, Mexico, <=50K
13286,34, Self-emp-not-inc,108247,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
13287,28, Private,76129,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Guatemala, <=50K
13288,37, Private,91711,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
13290,59, Private,182062,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, United-States, <=50K
13291,32, Private,252752,14, Never-married, Exec-managerial, Not-in-family, White, Female,13550,0,60, United-States, >50K
13292,31, Private,43953,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
13293,25, Local-gov,84224,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
13294,81, Private,100675,2, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, Poland, <=50K
13295,47, Private,155509,9, Separated, Other-service, Other-relative, Black, Female,0,0,35, United-States, <=50K
13296,39, Private,29814,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
13297,37, Private,241805,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,30, United-States, <=50K
13298,44, Private,214838,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
13299,37, Private,240810,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
13300,41, Private,154076,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
13302,55, Private,170287,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
13303,60, Private,145995,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
13305,23, Private,233626,13, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
13306,19, Private,607799,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
13307,45, Private,88500,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, >50K
13308,36, Private,127809,9, Separated, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
13309,46, Private,243743,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
13310,48, Private,177211,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
13311,39, Self-emp-not-inc,231180,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
13312,29, Private,253856,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
13313,39, Private,177075,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
13314,26, Private,152855,9, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, Mexico, <=50K
13315,37, Private,191137,12, Divorced, Prof-specialty, Unmarried, White, Male,0,0,25, United-States, <=50K
13316,49, Private,255559,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
13317,27, Private,169815,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
13318,28, Private,221215,6, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico, <=50K
13319,35, Private,270059,10, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
13321,17, Private,345403,6, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
13322,18, Private,194897,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
13323,33, Private,388741,10, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,38, United-States, <=50K
13324,33, Private,355856,12, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
13325,51, Private,122109,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
13326,49, Private,75673,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
13327,49, Self-emp-inc,141058,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,2339,50, United-States, <=50K
13328,41, Private,47902,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
13329,64, Private,221343,2, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,12, United-States, <=50K
13330,40, Private,255675,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
13331,49, Federal-gov,203505,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
13332,23, Private,125106,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
13333,34, Private,139890,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
13334,38, Private,76878,7, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
13335,47, Self-emp-not-inc,28035,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,86, United-States, <=50K
13336,30, Private,43953,9, Never-married, Adm-clerical, Other-relative, White, Female,0,1974,40, United-States, <=50K
13337,36, Private,163237,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
13338,23, Local-gov,55890,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
13339,47, Self-emp-not-inc,255934,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
13340,61, Private,168654,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada, <=50K
13341,47, Self-emp-not-inc,39986,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
13342,56, Private,208451,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
13343,20, Private,206681,8, Never-married, Sales, Not-in-family, White, Female,0,0,55, United-States, <=50K
13344,33, Private,117779,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,46, United-States, >50K
13345,36, Self-emp-not-inc,129150,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
13347,34, Local-gov,226443,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
13348,56, Private,146326,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
13349,32, Private,187901,11, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,23, United-States, <=50K
13350,26, Private,97153,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5178,0,40, United-States, >50K
13351,49, Private,188694,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
13352,71, Private,187493,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
13353,19, Private,212468,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
13354,20, Private,84726,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
13355,42, Private,137907,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
13356,51, Private,34361,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, United-States, >50K
13357,38, Private,254114,10, Married-spouse-absent, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
13358,38, Private,170174,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
13359,35, Self-emp-not-inc,190895,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
13360,24, Local-gov,317443,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
13361,40, Private,375603,9, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
13362,21, Private,203076,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
13363,49, Private,53893,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
13365,54, Private,167770,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,55, United-States, >50K
13366,52, Private,204584,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,42, United-States, <=50K
13367,27, Private,660870,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
13368,20, Private,105686,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
13370,31, Private,148607,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
13371,25, Private,255849,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
13372,19, Federal-gov,255921,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, England, <=50K
13373,33, Private,113326,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
13374,23, Private,440456,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
13375,34, Private,105493,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
13376,42, Private,259757,13, Divorced, Prof-specialty, Unmarried, White, Male,0,653,50, United-States, >50K
13377,37, Local-gov,89491,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
13378,25, Private,171818,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
13379,40, Private,51151,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
13380,33, Self-emp-not-inc,188957,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
13381,31, Private,97933,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
13382,32, Self-emp-inc,195447,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
13384,54, Self-emp-inc,383365,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
13385,32, Self-emp-not-inc,203408,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
13386,29, Local-gov,148182,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
13387,26, Local-gov,211497,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
13388,39, Self-emp-not-inc,48063,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
13389,57, Private,211804,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,50, United-States, >50K
13390,54, Private,185407,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
13391,57, Private,225927,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
13392,23, Federal-gov,314525,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
13393,27, Self-emp-not-inc,208577,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
13394,42, Private,222884,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, >50K
13395,31, Private,209538,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
13396,49, Local-gov,177114,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
13397,50, Private,173754,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
13398,46, Local-gov,121370,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
13399,37, Private,67125,9, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
13400,26, Private,67240,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
13401,27, Private,198346,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
13402,24, Private,141003,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, United-States, <=50K
13403,24, Self-emp-inc,60668,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
13404,29, Private,104256,9, Divorced, Sales, Not-in-family, White, Female,0,0,34, United-States, <=50K
13405,47, Private,131002,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
13406,33, Self-emp-not-inc,155151,10, Married-civ-spouse, Sales, Husband, White, Male,0,1740,50, United-States, <=50K
13407,26, Private,177720,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
13408,20, Private,39615,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
13409,25, Private,203871,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,40, United-States, >50K
13410,57, State-gov,25045,13, Divorced, Adm-clerical, Unmarried, White, Male,2174,0,37, United-States, <=50K
13411,36, Private,112264,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
13412,25, Private,169100,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
13413,46, Private,155659,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, >50K
13414,39, Private,291665,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,4508,0,24, United-States, <=50K
13415,29, Private,224215,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
13416,18, Private,270502,7, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
13417,46, Private,125487,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
13418,61, Private,51385,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
13419,41, Private,112763,9, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
13420,50, Private,108926,10, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
13421,53, Private,366957,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,50, India, >50K
13422,36, Local-gov,109766,13, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, <=50K
13423,38, Private,226106,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
13424,75, Self-emp-not-inc,92792,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
13425,26, Private,186950,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
13426,44, Private,230478,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
13427,25, Private,231638,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
13428,31, Private,120461,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
13429,49, Private,33673,8, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
13430,34, Private,191385,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
13431,31, Self-emp-not-inc,229946,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
13432,47, Self-emp-not-inc,160131,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
13433,38, Private,190895,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
13434,18, Private,126021,9, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
13435,47, Private,27815,5, Divorced, Other-service, Not-in-family, White, Female,0,1719,30, United-States, <=50K
13436,42, Private,203542,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
13437,29, Private,144592,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
13438,38, Local-gov,223004,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,75, United-States, <=50K
13439,22, Private,183257,10, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
13440,32, Private,172714,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
13441,20, Private,131611,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,48, United-States, <=50K
13442,41, Private,253060,15, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
13443,46, Private,471990,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,46, United-States, >50K
13444,44, Private,138966,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K
13445,35, Private,385412,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
13447,60, Private,103344,9, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
13448,36, Local-gov,135786,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
13449,30, Private,227359,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
13450,40, State-gov,86912,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
13451,21, Private,83033,10, Never-married, Adm-clerical, Own-child, White, Female,2176,0,20, United-States, <=50K
13452,25, Private,172581,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
13453,56, State-gov,274111,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,1669,40, United-States, <=50K
13454,42, Private,187795,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,55, United-States, >50K
13455,26, Private,483822,4, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Guatemala, <=50K
13456,66, Self-emp-inc,220543,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
13457,48, Private,152953,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, Dominican-Republic, <=50K
13458,35, Private,239755,10, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
13459,41, Private,177905,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
13460,19, Private,200136,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
13461,55, Self-emp-not-inc,111625,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
13462,42, Self-emp-not-inc,336513,13, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
13463,45, Private,162915,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
13464,29, Private,116662,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
13465,42, Self-emp-not-inc,24763,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
13466,65, Private,225580,9, Divorced, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
13467,30, Private,169104,12, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
13468,43, Private,212894,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
13469,61, Private,93997,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, <=50K
13470,22, Private,189924,10, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
13471,23, Private,274424,7, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
13472,34, Private,188246,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
13473,51, Private,284211,9, Widowed, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
13474,21, Private,198259,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
13475,31, Private,368517,12, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
13476,34, Private,168768,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
13477,33, Federal-gov,122220,10, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, >50K
13478,32, Private,136204,14, Separated, Exec-managerial, Not-in-family, White, Male,0,2824,55, United-States, >50K
13479,44, Private,175641,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
13480,21, State-gov,173324,10, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
13481,75, Local-gov,31195,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
13482,55, Federal-gov,88876,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
13483,43, Self-emp-not-inc,176069,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,16, United-States, <=50K
13484,31, Private,215297,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
13485,41, Private,198425,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
13486,26, Local-gov,180957,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
13487,23, Private,206129,11, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
13488,42, Federal-gov,65950,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
13489,29, Private,197618,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
13490,21, Private,185357,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
13491,28, Private,134890,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
13493,35, Federal-gov,153633,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
13494,65, Private,115890,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
13495,34, Private,394447,13, Never-married, Prof-specialty, Not-in-family, White, Male,2463,0,50, France, <=50K
13496,58, Private,343957,13, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
13499,59, Private,159048,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
13500,46, Private,423222,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States, >50K
13501,30, Private,89735,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
13502,28, Private,31778,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
13504,47, Private,233511,14, Divorced, Sales, Not-in-family, White, Male,27828,0,60, United-States, >50K
13505,30, Private,327112,13, Divorced, Sales, Not-in-family, White, Male,0,1564,40, United-States, >50K
13506,34, Private,236543,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
13507,51, State-gov,194475,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
13508,41, Private,303510,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
13509,57, Private,171242,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
13510,28, Self-emp-not-inc,39388,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
13511,62, Local-gov,197218,9, Widowed, Other-service, Not-in-family, White, Female,0,0,18, United-States, <=50K
13512,22, State-gov,151991,10, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
13513,38, Private,374524,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
13515,45, Local-gov,364563,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
13516,37, Private,186035,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
13517,21, Private,47541,9, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
13518,49, Private,151107,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
13519,24, Private,500509,9, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
13520,47, Private,138107,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,2258,40, United-States, >50K
13521,20, Federal-gov,225515,10, Never-married, Tech-support, Own-child, White, Female,0,0,24, United-States, <=50K
13522,27, Private,153291,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
13523,40, Private,169885,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
13525,31, Local-gov,175778,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
13526,43, Private,55213,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,52, United-States, >50K
13527,48, Private,38950,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
13528,64, Self-emp-not-inc,65991,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,45, United-States, >50K
13529,39, Private,174330,9, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
13530,50, Private,35224,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
13531,52, Private,175622,11, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
13532,44, Private,164678,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, <=50K
13534,54, Private,163671,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,65, United-States, >50K
13535,17, Self-emp-not-inc,181317,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
13536,33, Federal-gov,177945,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
13537,28, Private,47168,6, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
13538,39, Self-emp-not-inc,190023,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
13539,33, Private,168782,11, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
13540,59, Private,175290,4, Never-married, Other-service, Other-relative, White, Male,0,0,32, United-States, <=50K
13541,74, Private,145463,2, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,0,15, United-States, <=50K
13542,54, Private,159755,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
13543,31, Private,113364,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,55, United-States, <=50K
